IncidntNum,Date,Time,X,Y
131096770,2013-12-30,23:57,-122.4149272,37.77352398
81161425,2008-10-30,23:35,-122.3923823,37.75002082
60325876,2006-03-26,13:06,-122.4351877,37.76267028
30463014,2003-04-20,9:30,-122.4035644,37.74776131
80552037,2008-05-26,15:55,-122.4717969,37.7310311
51168990,2005-10-16,19:06,-122.4056103,37.73243887
71004556,2007-09-30,16:25,-122.4804976,37.75031996
40450283,2004-04-20,12:30,-122.4189687,37.73220831
51301429,2005-11-17,18:40,-122.4200102,37.77010993
40468189,2004-04-24,10:20,-122.4176479,37.76680538
71272208,2007-12-12,17:02,-122.3950984,37.72130309
90290493,2009-03-19,17:16,-122.4723114,37.78065451
61228136,2006-11-18,3:18,-122.4065391,37.75648641
80169074,2008-02-16,22:44,-122.4378041,37.71494034
71185510,2007-11-19,5:19,-122.4617367,37.73002334
50454059,2005-04-24,12:51,-122.3843577,37.73249964
70955996,2007-09-17,20:36,-122.3937392,37.72140909
80510461,2008-05-15,17:52,-122.3945915,37.72472741
100404441,2010-05-02,10:00,-122.4105346,37.80061562
90150847,2009-02-10,20:11,-122.4639145,37.75945081
110981310,2011-12-07,18:00,-122.3879274,37.74270308
90413247,2009-04-20,17:55,-122.3655654,37.8096707
60137182,2006-02-05,17:43,-122.5006139,37.73826995
80674697,2008-06-28,1:53,-122.5008744,37.74187922
50294980,2005-03-15,21:00,-122.4073422,37.79129645
90326656,2009-03-28,0:01,-122.4168291,37.7881787
70666096,2007-07-02,18:54,-122.4162686,37.75237351
30913520,2003-08-04,19:23,-122.3856841,37.72723267
30409955,2003-04-08,2:24,-122.4642812,37.78101932
90993932,2009-09-26,1:47,-122.3868903,37.76543828
70513265,2007-05-17,13:19,-122.4034048,37.77542071
71169304,2007-11-14,15:48,-122.4622129,37.72526591
90656817,2009-06-27,19:09,-122.4212874,37.7488499
120020077,2012-01-13,6:00,-122.4217477,37.76274366
80477372,2008-05-07,8:57,-122.4020437,37.73465007
120593234,2012-07-27,16:00,-122.4671023,37.78277054
